0,1,"Tallapoosa County, AL","1.093 (0.989,~1.196)","0.752 (0.217,~0.910)","8,277 (20.4)",855,"40,497",9.24\%
213,1,"Monroe County, MS","0.942 (0.864,~1.026)","0.963 (0.904,~1.032)","5,305 (14.9)",796,"35,564",6.91\%
214,1,"Carroll County, GA","0.884 (0.811,~0.962)","0.978 (0.912,~1.040)","7,507 (6.4)","1,881","118,121",2.60\%
215,1,"Autauga County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","3,148 (5.7)","1,169","55,601",1.80\%
216,1,"Barbour County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)",749 (3.0),575,"24,881",0.87\%
217,1,"Blount County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)",599 (1.0),800,"57,840",0.50\%
218,1,"Bullock County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","1,649 (16.3)",464,"10,138",2.37\%
219,1,"Butler County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","5,397 (27.4)",764,"19,680",4.71\%
220,1,"Chambers County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","5,697 (16.9)",841,"33,615",4.52\%
221,1,"Cherokee County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","1,049 (4.0)",273,"26,032",2.56\%
222,1,"Chilton County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)",899 (2.0),792,"44,153",0.76\%
223,1,"Choctaw County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","1,799 (14.0)",283,"12,841",4.24\%
224,1,"Clay County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)",749 (5.6),258,"13,275",1.94\%
225,1,"Cleburne County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)",149 (1.0),127,"14,987",0.79\%
226,1,"Coffee County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)",899 (1.7),761,"51,909",0.79\%
227,1,"Colbert County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","1,949 (3.6)","1,181","54,762",1.10\%
228,1,"Conecuh County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","1,499 (12.2)",393,"12,277",2.54\%
229,1,"Coosa County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)",299 (2.8),101,"10,715",1.98\%
230,1,"Covington County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","2,998 (8.1)",735,"36,986",2.72\%
231,1,"Crenshaw County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)",749 (5.4),318,"13,824",1.57\%
232,1,"Cullman County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","1,799 (2.2)","1,225","83,442",0.98\%
233,1,"Dale County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","3,598 (7.4)",834,"48,956",2.88\%
234,1,"DeKalb County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","1,949 (2.7)","1,819","71,385",0.71\%
235,1,"Elmore County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","5,697 (7.0)","1,723","81,887",2.21\%
236,1,"Escambia County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","2,548 (6.9)","1,082","36,748",1.57\%
237,1,"Fayette County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)",749 (4.6),207,"16,433",2.42\%
238,1,"Franklin County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","2,998 (9.6)","1,274","31,363",1.57\%
239,1,"Greene County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","1,649 (20.0)",251,"8,233",4.38\%
240,1,"Hale County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","3,898 (26.5)",476,"14,726",5.46\%
241,1,"Henry County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)",449 (2.6),263,"17,209",1.14\%
242,1,"Houston County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","1,799 (1.7)","1,398","104,722",0.86\%
243,1,"Jackson County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)",599 (1.2),989,"51,736",0.40\%
244,1,"Lamar County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)",299 (2.2),222,"13,844",0.90\%
245,1,"Lauderdale County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","2,848 (3.1)","1,167","92,387",1.63\%
246,1,"Lee County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","6,746 (4.1)","2,678","163,941",1.68\%
247,1,"Limestone County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","1,949 (2.0)","1,333","96,174",0.98\%
248,1,"Lowndes County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","3,598 (36.1)",572,"9,974",4.20\%
249,1,"Macon County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","2,099 (11.4)",335,"18,439",4.18\%
250,1,"Marengo County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","2,248 (11.8)",552,"19,066",2.72\%
251,1,"Marion County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","3,598 (12.1)",574,"29,763",4.18\%
252,1,"Marshall County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","5,397 (5.6)","3,167","96,109",1.14\%
253,1,"Monroe County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)",599 (2.8),421,"21,067",0.95\%
254,1,"Morgan County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","2,698 (2.3)","2,393","119,089",0.75\%
255,1,"Perry County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)",599 (6.6),442,"9,140",0.90\%
256,1,"Pickens County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","1,349 (6.8)",400,"19,938",2.25\%
257,1,"Pike County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","1,049 (3.1)",709,"33,338",0.99\%
258,1,"Randolph County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","1,499 (6.6)",401,"22,725",2.49\%
259,1,"St. Clair County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","2,548 (2.9)","1,338","88,690",1.27\%
260,1,"Sumter County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","2,698 (21.3)",360,"12,691",5.00\%
261,1,"Talladega County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","2,099 (2.6)","1,026","79,828",1.36\%
262,1,"Washington County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","1,799 (11.0)",391,"16,378",3.07\%
263,1,"Winston County, AL","3.438 (3.304,~3.576)","0.979 (0.223,~1.152)","1,649 (7.0)",453,"23,660",2.43\%
264,1,"Troup County, GA","1.040 (0.924,~1.152)","0.983 (0.916,~1.053)","10,488 (15.0)","2,290","70,034",3.01\%
265,1,"Bartow County, GA","3.123 (2.956,~3.305)","0.986 (0.941,~1.033)","8,834 (8.3)","1,868","106,408",3.32\%
266,1,"Adams County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",213 (1.0),85,"20,348",2.35\%
267,1,"Barron County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",320 (0.7),293,"45,164",1.02\%
268,1,"Buffalo County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",213 (1.6),43,"13,125",4.65\%
269,1,"Burnett County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",106 (0.7),22,"15,392",4.55\%
270,1,"Clark County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",746 (2.2),184,"34,709",3.80\%
271,1,"Dodge County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",533 (0.6),819,"87,847",0.61\%
272,1,"Door County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",320 (1.2),106,"27,610",2.83\%
273,1,"Forest County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",426 (4.7),59,"8,991",6.78\%
274,1,"Green County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",106 (0.3),162,"36,929",0.62\%
275,1,"Iron County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",106 (1.9),75,"5,676",1.33\%
276,1,"Jackson County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",106 (0.5),58,"20,478",1.72\%
277,1,"Jefferson County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",533 (0.6),631,"85,129",0.79\%
278,1,"Juneau County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",106 (0.4),137,"26,617",0.73\%
279,1,"Kewaunee County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",213 (1.0),131,"20,383",1.53\%
280,1,"Langlade County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",106 (0.6),65,"19,268",1.54\%
281,1,"Manitowoc County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",106 (0.1),337,"79,074",0.30\%
282,1,"Marinette County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",320 (0.8),395,"40,434",0.76\%
283,1,"Marquette County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",106 (0.7),80,"15,434",1.25\%
284,1,"Polk County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",213 (0.5),132,"43,598",1.52\%
285,1,"Richland County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",426 (2.5),37,"17,377",10.81\%
286,1,"Rusk County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",106 (0.8),20,"14,147",5.00\%
287,1,"Trempealeau County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",213 (0.7),336,"29,442",0.60\%
288,1,"Walworth County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)","2,453 (2.4)","1,335","103,718",1.72\%
289,1,"Waupaca County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)","1,600 (3.1)",453,"51,128",3.31\%
290,1,"Wood County, WI","1.463 (1.130,~2.776)","0.998 (0.943,~1.059)",106 (0.1),291,"73,055",0.34\%
291,1,"Appling County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","2,442 (13.2)",671,"18,507",2.83\%
292,1,"Atkinson County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",257 (3.1),319,"8,297",0.63\%
293,1,"Bacon County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,028 (9.2)",437,"11,185",1.83\%
294,1,"Baker County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",385 (12.5),63,"3,092",4.76\%
295,1,"Baldwin County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","5,014 (11.2)","1,048","44,823",3.72\%
296,1,"Banks County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",514 (2.7),271,"18,988",1.48\%
297,1,"Ben Hill County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",514 (3.1),436,"16,787",0.92\%
298,1,"Berrien County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",0 (0.0),295,"19,252",0.00\%
299,1,"Bleckley County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,157 (9.0)",227,"12,838",3.96\%
300,1,"Brantley County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",642 (3.4),249,"18,897",2.01\%
301,1,"Brooks County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","2,314 (14.9)",412,"15,513",4.37\%
302,1,"Bryan County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,028 (2.7)",657,"38,109",1.22\%
303,1,"Bulloch County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,800 (2.3)","1,262","77,296",1.11\%
304,1,"Burke County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",900 (4.0),467,"22,423",1.50\%
305,1,"Butts County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","4,757 (19.7)",490,"24,193",7.55\%
306,1,"Calhoun County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",771 (12.1),203,"6,352",2.96\%
307,1,"Camden County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",642 (1.2),737,"53,677",0.68\%
308,1,"Candler County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",514 (4.7),254,"10,836",1.57\%
309,1,"Charlton County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",385 (3.0),425,"12,968",0.71\%
310,1,"Chattooga County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",385 (1.6),266,"24,790",1.13\%
311,1,"Clay County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",257 (8.9),86,"2,887",2.33\%
312,1,"Clinch County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",514 (7.7),196,"6,648",2.04\%
313,1,"Coffee County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","3,600 (8.4)","1,462","43,093",1.92\%
314,1,"Colquitt County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","2,957 (6.5)","1,546","45,592",1.49\%
315,1,"Cook County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",771 (4.5),438,"17,162",1.37\%
316,1,"Coweta County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","2,828 (1.9)","1,503","145,864",1.46\%
317,1,"Crisp County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,800 (8.0)",374,"22,601",3.74\%
318,1,"Dade County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",128 (0.8),126,"16,226",0.79\%
319,1,"Dawson County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",385 (1.5),377,"25,083",0.80\%
320,1,"Decatur County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,414 (5.3)",793,"26,575",1.39\%
321,1,"Dodge County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",385 (1.9),221,"20,705",1.36\%
322,1,"Dooly County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,800 (13.1)",252,"13,706",5.56\%
323,1,"Early County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","4,114 (40.2)",360,"10,247",8.89\%
324,1,"Effingham County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",257 (0.4),727,"62,190",0.28\%
325,1,"Elbert County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",128 (0.7),358,"19,120",0.28\%
326,1,"Emanuel County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,157 (5.1)",511,"22,612",1.76\%
327,1,"Evans County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",128 (1.2),250,"10,721",0.40\%
328,1,"Fannin County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",385 (1.5),334,"25,964",0.90\%
329,1,"Floyd County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","2,185 (2.2)","1,504","97,927",1.13\%
330,1,"Franklin County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",771 (3.4),401,"23,023",1.50\%
331,1,"Gilmer County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",514 (1.7),620,"30,816",0.65\%
332,1,"Glascock County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",0 (0.0),24,"2,995",0.00\%
333,1,"Glynn County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","6,043 (7.1)","2,533","85,219",1.86\%
334,1,"Gordon County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","2,957 (5.1)","1,183","57,685",1.94\%
335,1,"Grady County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",642 (2.6),480,"24,748",1.04\%
336,1,"Greene County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,542 (8.7)",308,"17,698",3.90\%
337,1,"Hancock County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","4,500 (53.9)",318,"8,348",11.01\%
338,1,"Haralson County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",771 (2.6),213,"29,533",2.82\%
339,1,"Harris County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","2,185 (6.3)",656,"34,475",2.59\%
340,1,"Hart County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",900 (3.4),305,"26,099",2.30\%
341,1,"Heard County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",514 (4.3),143,"11,879",2.80\%
342,1,"Irwin County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",128 (1.4),167,"9,398",0.60\%
343,1,"Jasper County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",128 (0.9),162,"14,040",0.62\%
344,1,"Jeff Davis County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,028 (6.8)",451,"15,029",1.77\%
345,1,"Jefferson County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",900 (5.8),497,"15,430",1.41\%
346,1,"Jenkins County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","3,085 (35.5)",244,"8,683",9.84\%
347,1,"Johnson County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,414 (14.6)",241,"9,708",4.56\%
348,1,"Jones County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",385 (1.3),306,"28,616",0.98\%
349,1,"Lamar County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,542 (8.1)",274,"19,000",4.38\%
350,1,"Lanier County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",514 (5.0),219,"10,340",1.83\%
351,1,"Laurens County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,028 (2.2)",910,"47,325",0.88\%
352,1,"Lee County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","2,828 (9.5)",539,"29,764",4.08\%
353,1,"Liberty County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",385 (0.6),720,"61,497",0.42\%
354,1,"Lincoln County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",514 (6.5),141,"7,915",2.84\%
355,1,"Long County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",128 (0.7),126,"18,998",0.79\%
356,1,"Lowndes County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","5,657 (4.9)","3,178","116,321",1.38\%
357,1,"Lumpkin County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",771 (2.3),342,"32,955",1.75\%
358,1,"McDuffie County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,285 (6.0)",352,"21,531",2.84\%
359,1,"McIntosh County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",257 (1.8),184,"14,340",1.09\%
360,1,"Macon County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,285 (9.8)",177,"13,143",5.65\%
361,1,"Madison County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",771 (2.6),394,"29,650",1.52\%
362,1,"Marion County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",642 (7.7),150,"8,351",3.33\%
363,1,"Meriwether County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",771 (3.7),390,"21,068",1.54\%
364,1,"Mitchell County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","5,271 (23.8)",650,"22,192",6.31\%
365,1,"Monroe County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","3,343 (12.1)",461,"27,520",5.64\%
366,1,"Montgomery County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",257 (2.8),153,"9,193",1.31\%
367,1,"Murray County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",257 (0.6),604,"39,921",0.33\%
368,1,"Oconee County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,928 (4.9)",437,"39,272",3.43\%
369,1,"Oglethorpe County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",900 (6.0),214,"15,054",3.27\%
370,1,"Peach County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,800 (6.6)",385,"27,297",3.64\%
371,1,"Pickens County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",642 (2.0),380,"31,980",1.32\%
372,1,"Pierce County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,028 (5.3)",400,"19,389",2.00\%
373,1,"Pike County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",514 (2.8),215,"18,634",1.86\%
374,1,"Polk County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,414 (3.3)",802,"42,470",1.37\%
375,1,"Pulaski County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",257 (2.3),115,"11,069",1.74\%
376,1,"Putnam County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","2,314 (10.6)",428,"21,809",4.21\%
377,1,"Rabun County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",385 (2.3),215,"16,867",1.40\%
378,1,"Randolph County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","3,343 (48.9)",271,"6,833",9.59\%
379,1,"Schley County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",128 (2.5),66,"5,236",1.52\%
380,1,"Screven County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,157 (8.3)",198,"13,938",4.55\%
381,1,"Seminole County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",514 (6.2),196,"8,315",2.04\%
382,1,"Stewart County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",900 (14.5),255,"6,199",2.75\%
383,1,"Talbot County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",385 (6.2),138,"6,272",2.17\%
384,1,"Tattnall County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",128 (0.5),502,"25,391",0.20\%
385,1,"Taylor County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",257 (3.2),87,"8,039",2.30\%
386,1,"Telfair County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,157 (7.3)",278,"15,876",3.24\%
387,1,"Terrell County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","3,857 (44.8)",302,"8,611",9.93\%
388,1,"Thomas County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","5,400 (12.1)","1,123","44,448",3.74\%
389,1,"Tift County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","4,628 (11.4)","1,333","40,571",2.70\%
390,1,"Toombs County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,028 (3.8)",755,"26,887",1.06\%
391,1,"Towns County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",128 (1.1),143,"11,852",0.70\%
392,1,"Treutlen County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",385 (5.7),124,"6,809",2.42\%
393,1,"Turner County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","2,314 (29.3)",246,"7,912",7.32\%
394,1,"Twiggs County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",385 (4.7),118,"8,188",2.54\%
395,1,"Union County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",900 (3.8),263,"24,001",2.66\%
396,1,"Upson County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","5,914 (22.6)",535,"26,215",8.60\%
397,1,"Walton County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","5,014 (5.4)","1,113","93,503",3.50\%
398,1,"Ware County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","3,728 (10.5)","1,144","35,680",2.53\%
399,1,"Washington County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",257 (1.3),475,"20,386",0.42\%
400,1,"Wheeler County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",128 (1.6),91,"7,879",1.10\%
401,1,"White County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",642 (2.1),353,"29,970",1.42\%
402,1,"Wilcox County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","2,442 (27.7)",181,"8,812",10.50\%
403,1,"Wilkes County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)",514 (5.2),193,"9,876",2.07\%
404,1,"Wilkinson County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","1,414 (15.7)",215,"9,036",5.12\%
405,1,"Worth County, GA","3.128 (3.001,~3.252)","1.014 (0.987,~1.041)","2,957 (14.6)",447,"20,299",5.15\%
406,1,"Adams County, OH","3.557 (3.378,~3.739)","1.017 (0.956,~1.081)",232 (0.8),61,"27,724",3.28\%
407,1,"Ashland County, OH","3.557 (3.378,~3.739)","1.017 (0.956,~1.081)",348 (0.6),144,"53,745",2.08\%
408,1,"Ashtabula County, OH","3.557 (3.378,~3.739)","1.017 (0.956,~1.081)","5,346 (5.5)",569,"97,493",8.08\%
409,1,"Auglaize County, OH","3.557 (3.378,~3.739)","1.017 (0.956,~1.081)",697 (1.5),254,"45,804",2.36\%
410,1,"Carroll County, OH","3.557 (3.378,~3.739)","1.017 (0.956,~1.081)",581 (2.1),111,"27,081",4.50\%
411,1,"Champaign County, OH","3.557 (3.378,~3.739)","1.017 (0.956,~1.081)",232 (0.6),176,"38,754",1.14\%
412,1,"Clinton County, OH","3.557 (3.378,~3.739)","1.017 (0.956,~1.081)",697 (1.7),164,"42,057",3.66\%
413,1,"Coshocton County, OH","3.557 (3.378,~3.739)","1.017 (0.956,~1.081)",697 (1.9),193,"36,629",3.11\%
414,1,"Crawford County, OH","3.557 (3.378,~3.739)","1.017 (0.956,~1.081)",581 (1.4),174,"41,550",2.87\%
415,1,"Darke County, OH","3.557 (3.378,~3.739)","1.017 (0.956,~1.081)","3,370 (6.6)",395,"51,323",7.34\%
416,1,"Fulton County, OH","3.557 (3.378,~3.739)","1.017 (0.956,~1.081)",116 (0.3),148,"42,276",0.68\%
417,1,"Gallia County, OH","3.557 (3.378,~3.739)","1.017 (0.956,~1.081)",116 (0.4),65,"29,979",1.54\%
418,1,"Geauga County, OH","3.557 (3.378,~3.739)","1.017 (0.956,~1.081)","5,114 (5.4)",556,"94,031",7.91\%
419,1,"Hancock County, OH","3.557 (3.378,~3.739)","1.017 (0.956,~1.081)",348 (0.5),378,"75,930",0.79\%
420,1,"Hardin County, OH","3.557 (3.378,~3.739)","1.017 (0.956,~1.081)","1,394 (4.4)",165,"31,480",7.27\%
421,1,"Harrison County, OH","3.557 (3.378,~3.739)","1.017 (0.956,~1.081)",116 (0.8),26,"15,174",3.85\%
422,1,"Henry County, OH","3.557 (3.378,~3.739)","1.017 (0.956,~1.081)",232 (0.9),117,"27,086",1.71\%
423,1,"Highland County, OH","3.557 (3.378,~3.739)","1.017 (0.956,~1.081)",116 (0.3),158,"43,058",0.63\%
424,1,"Hocking County, OH","3.557 (3.378,~3.739)","1.017 (0.956,~1.081)","1,046 (3.7)",118,"28,385",7.63\%
